Concept,feat_name,feat_value,lemtzd_feat_val,weight,conc(w),,,,
nephew,RelatedTo,nephew,['nephew'],2,4.48,,,,
carbon,IsA,element,['element'],4.472135955,4.22,,,,
carbon,AtLocation,organic_matter,['organic' 'matter'],2.828427125,4.22,,,,
carbon,IsA,chemical_element,['chemical' 'element'],2,4.22,,,,
carbon,IsA,copy,['copy'],2,4.22,,,,
carbon,RelatedTo,email,['email'],1,4.22,,,,
carbon,IsA,solid,['solid'],1,4.22,,,,
carbon,IsA,non_metallic_element,['non' 'metallic' 'element'],1,4.22,,,,
carbon,IsA,chemical,['chemical'],1,4.22,,,,
carbon,CapableOf,form_diamonds,['form' 'diamond'],1,4.22,,,,
carbon,CapableOf,like_nearly_every_other_element,['nearly' 'other' 'element'],1,4.22,,,,
carbon,CapableOf,cake_hard,['cake' 'hard'],1,4.22,,,,
carbon,HasProperty,essential_to_all_known_biological_life,['essential' 'know' 'biological' 'life'],1,4.22,,,,
carbon,DefinedAs,base_of_dna,['base' 'dna'],1,4.22,,,,
carbon,IsA,carbon,['carbon'],4.472135955,4.22,,,,
carbon,RelatedTo,carbon,['carbon'],4.472135955,4.22,,,,
kitchen,UsedFor,cooking_food,['cook' 'food'],4.472135955,4.97,,,,
kitchen,IsA,room_in_house,['room' 'house'],3.464101615,4.97,,,,
kitchen,IsA,place_for_food_preparation,['place' 'food' 'preparation'],2,4.97,,,,
kitchen,IsA,room,['room'],2,4.97,,,,
kitchen,PartOf,dwelling,['dwell'],2,4.97,,,,
kitchen,UsedFor,cook,['cook'],2,4.97,,,,
kitchen,UsedFor,cook_food,['cook' 'food'],2,4.97,,,,
kitchen,UsedFor,storing_food,['store' 'food'],2,4.97,,,,
kitchen,AtLocation,friend's_house,['friend' 'house'],2,4.97,,,,
kitchen,AtLocation,resturant,['resturant'],2,4.97,,,,
kitchen,RelatedTo,dress_up,['dress' 'up'],1,4.97,,,,
kitchen,RelatedTo,orchestra,['orchestra'],1,4.97,,,,
kitchen,RelatedTo,meat,['meat'],1,4.97,,,,
kitchen,RelatedTo,domesticated,['domesticate'],1,4.97,,,,
kitchen,RelatedTo,embellish,['embellish'],1,4.97,,,,
kitchen,RelatedTo,roast,['roast'],1,4.97,,,,
kitchen,IsA,place_to_prepare_meals,['place' 'prepare' 'meal'],1,4.97,,,,
kitchen,IsA,special_room,['special' 'room'],1,4.97,,,,
kitchen,IsA,where_cook_tomatoes_yum,['cook' 'tomatoes' 'yum'],1,4.97,,,,
kitchen,IsA,place,['place'],1,4.97,,,,
kitchen,IsA,food_preparation_area,['food' 'preparation' 'area'],1,4.97,,,,
kitchen,UsedFor,kitchen_table_and_chairs,['kitchen' 'table' 'chair'],1,4.97,,,,
kitchen,UsedFor,cooking_lunch,['cook' 'lunch'],1,4.97,,,,
kitchen,UsedFor,cook_meal,['cook' 'meal'],1,4.97,,,,
kitchen,UsedFor,appliances,['appliance'],1,4.97,,,,
kitchen,IsA,kitchen,['kitchen'],4.472135955,4.97,,,,
kitchen,RelatedTo,kitchen,['kitchen'],4.472135955,4.97,,,,
person,RelatedTo,human,['human'],6.997999714,4.72,,,,
person,CapableOf,cross_street,['cross' 'street'],6.92820323,4.72,,,,
person,CapableOf,wind_clock,['wind' 'clock'],6.633249581,4.72,,,,
person,CapableOf,thank_another_person,['thank' 'person'],6.633249581,4.72,,,,
person,CapableOf,voice_opinion,['voice' 'opinion'],6.633249581,4.72,,,,
person,Desires,headache,['headache'],6.32455532,4.72,,,,
person,Desires,own_house,['own' 'house'],6.32455532,4.72,,,,
person,Desires,clothing,['clothe'],6,4.72,,,,
person,Desires,knowledgeable,['knowledgeable'],6,4.72,,,,
person,RelatedTo,people,['people'],5.69912274,4.72,,,,
person,PartOf,society,['society'],5.291502622,4.72,,,,
person,CapableOf,water_plant,['water' 'plant'],5.291502622,4.72,,,,
person,CapableOf,laugh_at_joke,['laugh' 'joke'],5.291502622,4.72,,,,
person,CapableOf,board_plane,['board' 'plane'],5.291502622,4.72,,,,
person,Desires,compliments,['compliment'],5.291502622,4.72,,,,
person,RelatedTo,individual,['individual'],5.039047529,4.72,,,,
person,CapableOf,reply_to_e_mail,['reply' 'e' 'mail'],4.898979486,4.72,,,,
person,CapableOf,wave_to_friend,['wave' 'friend'],4.898979486,4.72,,,,
person,CapableOf,catch_cold,['catch' 'cold'],4.898979486,4.72,,,,
person,CapableOf,iron_shirt,['iron' 'shirt'],4.898979486,4.72,,,,
person,Desires,more_time_off,['more' 'time'],4.472135955,4.72,,,,
person,Desires,other_people,['other' 'people'],4.472135955,4.72,,,,
person,Desires,understand_world,['understand' 'world'],4.472135955,4.72,,,,
person,HasA,one_head,['one' 'head'],4,4.72,,,,
person,Desires,relaxation,['relaxation'],4,4.72,,,,
person,IsA,person,['person'],6.997999714,4.72,,,,
person,RelatedTo,person,['person'],6.997999714,4.72,,,,
person,Antonym,animal,['animal'],0.502,4.72,,,,
person,RelatedTo,animal,['animal'],0.371,4.72,,,,
person,DistinctFrom,animal,['animal'],0.283,4.72,,,,
curtain,UsedFor,covering_window,['cover' 'window'],3.464101615,4.82,,,,
curtain,AtLocation,window,['window'],3.464101615,4.82,,,,
curtain,UsedFor,cover_window,['cover' 'window'],2.828427125,4.82,,,,
curtain,UsedFor,get_privacy,['get' 'privacy'],2.828427125,4.82,,,,
curtain,AtLocation,theater,['theater'],2.828427125,4.82,,,,
curtain,RelatedTo,window,['window'],2,4.82,,,,
curtain,IsA,barrier,['barrier'],2,4.82,,,,
curtain,IsA,blind,['blind'],2,4.82,,,,
curtain,IsA,furnishings,['furnishing'],2,4.82,,,,
curtain,UsedFor,privacy,['privacy'],2,4.82,,,,
curtain,UsedFor,hide,['hide'],2,4.82,,,,
curtain,UsedFor,darken,['darken'],2,4.82,,,,
curtain,UsedFor,obstruct,['obstruct'],2,4.82,,,,
curtain,UsedFor,blind,['blind'],2,4.82,,,,
curtain,UsedFor,dark,['dark'],2,4.82,,,,
curtain,AtLocation,theatre,['theater'],2,4.82,,,,
curtain,MannerOf,supply,['supply'],2,4.82,,,,
curtain,RelatedTo,cloth,['cloth'],1,4.82,,,,
curtain,RelatedTo,audience,['audience'],1,4.82,,,,
curtain,RelatedTo,ensign,['ensign'],1,4.82,,,,
curtain,RelatedTo,towers,['tower'],1,4.82,,,,
curtain,RelatedTo,bed,['bed'],1,4.82,,,,
curtain,RelatedTo,bastions,['bastion'],1,4.82,,,,
curtain,RelatedTo,death,['death'],1,4.82,,,,
curtain,RelatedTo,tower,['tower'],1,4.82,,,,
curtain,IsA,curtain,['curtain'],3.464101615,4.82,,,,
curtain,RelatedTo,curtain,['curtain'],3.464101615,4.82,,,,
drawer,UsedFor,storing_socks,['store' 'sock'],4.472135955,4.67,,,,
drawer,IsA,container,['container'],3.464101615,4.67,,,,
drawer,UsedFor,storing_things,['store' 'thing'],3.464101615,4.67,,,,
drawer,IsA,money_handler,['money' 'handler'],2,4.67,,,,
drawer,IsA,storage_space,['storage' 'space'],2,4.67,,,,
drawer,PartOf,chest_of_drawers,['chest' 'drawer'],2,4.67,,,,
drawer,PartOf,buffet,['buffet'],2,4.67,,,,
drawer,PartOf,chiffonier,['chiffonier'],2,4.67,,,,
drawer,PartOf,desk,['desk'],2,4.67,,,,
drawer,UsedFor,hold_things,['hold' 'thing'],2,4.67,,,,
drawer,UsedFor,store,['store'],2,4.67,,,,
drawer,AtLocation,office_desk,['office' 'desk'],2,4.67,,,,
drawer,AtLocation,dresser,['dresser'],2,4.67,,,,
drawer,RelatedTo,push,['push'],1,4.67,,,,
drawer,RelatedTo,tap,['tap'],1,4.67,,,,
drawer,RelatedTo,toddy,['toddy'],1,4.67,,,,
drawer,RelatedTo,cheque,['cheque'],1,4.67,,,,
drawer,RelatedTo,cabinet,['cabinet'],1,4.67,,,,
drawer,RelatedTo,beer,['beer'],1,4.67,,,,
drawer,RelatedTo,draw,['draw'],1,4.67,,,,
drawer,RelatedTo,underground,['underground'],1,4.67,,,,
drawer,RelatedTo,box,['box'],1,4.67,,,,
drawer,RelatedTo,draft,['draft'],1,4.67,,,,
drawer,IsA,place_to_store_clothes,['place' 'store' 'clothes'],1,4.67,,,,
drawer,IsA,part_of_furniture,['part' 'furniture'],1,4.67,,,,
drawer,IsA,drawer,['drawer'],4.472135955,4.67,,,,
drawer,RelatedTo,drawer,['drawer'],4.472135955,4.67,,,,
blanket,AtLocation,bedroom,['bedroom'],4,5,,,,
blanket,CapableOf,warm_person,['warm' 'person'],3.464101615,5,,,,
blanket,UsedFor,sleeping_under,['sleep'],2.828427125,5,,,,
blanket,IsA,covering,['cover'],2,5,,,,
blanket,IsA,bedclothes,['bedclothes'],2,5,,,,
blanket,IsA,layer,['layer'],2,5,,,,
blanket,PartOf,breeder_reactor,['breeder' 'reactor'],2,5,,,,
blanket,UsedFor,covering_bed,['cover' 'bed'],2,5,,,,
blanket,UsedFor,warmth,['warmth'],2,5,,,,
blanket,CapableOf,cover_bed,['cover' 'bed'],2,5,,,,
blanket,MannerOf,cover,['cover'],2,5,,,,
blanket,RelatedTo,bed,['bed'],1.553,5,,,,
blanket,IsA,good_coverage,['good' 'coverage'],1,5,,,,
blanket,IsA,bedding,['bedding'],1,5,,,,
blanket,IsA,large_piece_of_cloth,['large' 'piece' 'cloth'],1,5,,,,
blanket,IsA,textile,['textile'],1,5,,,,
blanket,IsA,rectangular_piece_of_fabric,['rectangular' 'piece' 'fabric'],1,5,,,,
blanket,UsedFor,snuggling_under,['snuggle'],1,5,,,,
blanket,UsedFor,masking_noise,['mask' 'noise'],1,5,,,,
blanket,UsedFor,warmth_and_comfort,['warmth' 'comfort'],1,5,,,,
blanket,UsedFor,providing_warmth,['provide' 'warmth'],1,5,,,,
blanket,UsedFor,covering_up_at_night,['cover' 'up' 'night'],1,5,,,,
blanket,UsedFor,keeping_person_warm,['keep' 'person' 'warm'],1,5,,,,
blanket,UsedFor,sitting_on_during_picnic,['sit' 'picnic'],1,5,,,,
blanket,UsedFor,softening_rough_surfaces,['soften' 'rough' 'surface'],1,5,,,,
blanket,IsA,blanket,['blanket'],4,5,,,,
blanket,RelatedTo,blanket,['blanket'],4,5,,,,
ox,RelatedTo,animal,['animal'],2.922327839,4.86,,,,
ox,IsA,cattle,['cattle'],2,4.86,,,,
ox,IsA,bovine,['bovine'],2,4.86,,,,
ox,RelatedTo,cow,['cow'],1.664,4.86,,,,
ox,RelatedTo,beast,['beast'],1.014,4.86,,,,
ox,RelatedTo,chinese,['chinese'],1,4.86,,,,
ox,RelatedTo,constellation,['constellation'],1,4.86,,,,
ox,RelatedTo,chinese_zodiac,['chinese' 'zodiac'],1,4.86,,,,
ox,RelatedTo,larger,['large'],1,4.86,,,,
ox,RelatedTo,aurochs,['aurochs'],1,4.86,,,,
ox,IsA,bull,['bull'],1,4.86,,,,
ox,IsA,male_bovine,['male' 'bovine'],1,4.86,,,,
ox,IsA,pack_animal,['pack' 'animal'],1,4.86,,,,
ox,IsA,musical_artist,['musical' 'artist'],0.5,4.86,,,,
ox,IsA,ox,['ox'],2.922327839,4.86,,,,
ox,RelatedTo,ox,['ox'],2.922327839,4.86,,,,
choir,IsA,set,['set'],2,4.34,,,,
choir,IsA,chorus,['chorus'],2,4.34,,,,
choir,IsA,area,['area'],2,4.34,,,,
choir,IsA,group_of_people,['group' 'people'],2,4.34,,,,
choir,PartOf,chancel,['chancel'],2,4.34,,,,
choir,CapableOf,sing_to_crowd,['sing' 'crowd'],2,4.34,,,,
choir,MannerOf,sing,['sing'],2,4.34,,,,
choir,RelatedTo,train,['train'],1,4.34,,,,
choir,RelatedTo,church,['church'],1,4.34,,,,
choir,IsA,group_of_singers,['group' 'singer'],1,4.34,,,,
choir,IsA,team,['team'],1,4.34,,,,
choir,IsA,vocal_ensemble,['vocal' 'ensemble'],1,4.34,,,,
choir,CapableOf,sing_to_congregation,['sing' 'congregation'],1,4.34,,,,
choir,MadeOf,singers,['singer'],1,4.34,,,,
choir,IsA,choir,['choir'],2,4.34,,,,
choir,RelatedTo,choir,['choir'],2,4.34,,,,
goat,IsA,person,['person'],2,5,,,,
goat,IsA,bovid,['bovid'],2,5,,,,
goat,AtLocation,petting_zoo,['pet' 'zoo'],2,5,,,,
goat,RelatedTo,animal,['animal'],1.204,5,,,,
goat,RelatedTo,scapegoat,['scapegoat'],1,5,,,,
goat,IsA,herd_animal_small,['herd' 'animal' 'small'],1,5,,,,
goat,IsA,ruminant,['ruminant'],1,5,,,,
goat,IsA,male_animal,['male' 'animal'],1,5,,,,
goat,IsA,pack_animal,['pack' 'animal'],1,5,,,,
goat,IsA,goat,['goat'],1,5,,,,
goat,PartOf,tribe,['tribe'],1,5,,,,
goat,UsedFor,trim_grass,['trim' 'grass'],1,5,,,,
goat,CapableOf,jump_fence,['jump' 'fence'],1,5,,,,
goat,CapableOf,lead_sheep_to_slaughter,['lead' 'sheep' 'slaughter'],1,5,,,,
goat,AtLocation,farm,['farm'],1,5,,,,
goat,AtLocation,barn,['barn'],1,5,,,,
goat,Desires,food,['food'],1,5,,,,
goat,IsA,mammal,['mammal'],0.5,5,,,,
goat,RelatedTo,goat,['goat'],2,5,,,,
cage,IsA,constraint,['constraint'],2,5,,,,
cage,IsA,net,['net'],2,5,,,,
cage,IsA,enclosure,['enclosure'],2,5,,,,
cage,AtLocation,zoo,['zoo'],2,5,,,,
cage,MannerOf,confine,['confine'],2,5,,,,
cage,RelatedTo,automobile,['automobile'],1,5,,,,
cage,IsA,animal_container,['animal' 'container'],1,5,,,,
cage,CapableOf,control_wild_animal,['control' 'wild' 'animal'],1,5,,,,
cage,IsA,cage,['cage'],2,5,,,,
cage,RelatedTo,cage,['cage'],2,5,,,,
cage,RelatedTo,bar,['bar'],1,5,,,,
candidate,IsA,person,['person'],2,3.81,,,,
candidate,RelatedTo,position,['position'],1,3.81,,,,
candidate,RelatedTo,candle,['candle'],1,3.81,,,,
candidate,RelatedTo,run,['run'],1,3.81,,,,
candidate,RelatedTo,candlestick,['candlestick'],1,3.81,,,,
candidate,RelatedTo,election,['election'],1,3.81,,,,
candidate,RelatedTo,candela,['candela'],1,3.81,,,,
candidate,RelatedTo,chandlery,['chandlery'],1,3.81,,,,
candidate,RelatedTo,synonym,['synonym'],1,3.81,,,,
candidate,RelatedTo,job,['job'],1,3.81,,,,
candidate,RelatedTo,danger,['danger'],1,3.81,,,,
candidate,RelatedTo,role,['role'],1,3.81,,,,
candidate,CapableOf,win_election,['win' 'election'],1,3.81,,,,
candidate,CapableOf,force_issue,['force' 'issue'],1,3.81,,,,
candidate,CapableOf,demand_recount,['demand' 'recount'],1,3.81,,,,
candidate,CapableOf,succeed_to_office,['succeed' 'office'],1,3.81,,,,
candidate,IsA,television_episode,['television' 'episode'],0.5,3.81,,,,
candidate,IsA,candidate,['candidate'],2,3.81,,,,
candidate,RelatedTo,candidate,['candidate'],2,3.81,,,,
ant,IsA,one_type_of_insect,['one' 'type' 'insect'],2.828427125,4.86,,,,
ant,IsA,insect,['insect'],2.828427125,4.86,,,,
ant,IsA,hymenopterous_insect,['hymenopterous' 'insect'],2,4.86,,,,
ant,AtLocation,anthill,['anthill'],2,4.86,,,,
ant,RelatedTo,insect,['insect'],1.279,4.86,,,,
ant,RelatedTo,bug,['bug'],1.054,4.86,,,,
ant,RelatedTo,parasites,['parasite'],1,4.86,,,,
ant,RelatedTo,flightless,['flightless'],1,4.86,,,,
ant,RelatedTo,hymenoptera,['hymenoptera'],1,4.86,,,,
ant,RelatedTo,web_spider,['web' 'spider'],1,4.86,,,,
ant,RelatedTo,sura,['sura'],1,4.86,,,,
ant,RelatedTo,colony,['colony'],1,4.86,,,,
ant,RelatedTo,verb,['verb'],1,4.86,,,,
ant,RelatedTo,adjective,['adjective'],1,4.86,,,,
ant,RelatedTo,agent,['agent'],1,4.86,,,,
ant,IsA,hymenoptera,['hymenoptera'],1,4.86,,,,
ant,IsA,vermin,['vermin'],1,4.86,,,,
ant,IsA,small_insect,['small' 'insect'],1,4.86,,,,
ant,IsA,smaller_than_cat,['small' 'cat'],1,4.86,,,,
ant,CapableOf,build_colony,['build' 'colony'],1,4.86,,,,
ant,CapableOf,lift_several_times_own_weight,['lift' 'several' 'time' 'own' 'weight'],1,4.86,,,,
ant,AtLocation,carpet,['carpet'],1,4.86,,,,
ant,AtLocation,park,['park'],1,4.86,,,,
ant,IsA,ant,['ant'],2.828427125,4.86,,,,
ant,RelatedTo,ant,['ant'],2.828427125,4.86,,,,
factory,RelatedTo,manufacturing,['manufacturing'],3.950696141,4.76,,,,
factory,RelatedTo,building,['building'],3.896665241,4.76,,,,
factory,RelatedTo,place,['place'],3.618286887,4.76,,,,
factory,CapableOf,produce_cars,['produce' 'car'],3.464101615,4.76,,,,
factory,AtLocation,city,['city'],2.828427125,4.76,,,,
factory,RelatedTo,industrial,['industrial'],2.558124313,4.76,,,,
factory,IsA,plant,['plant'],2,4.76,,,,
factory,UsedFor,manufacture_things,['manufacture' 'thing'],2,4.76,,,,
factory,CapableOf,bottle_medicine,['bottle' 'medicine'],2,4.76,,,,
factory,CapableOf,bottle_water,['bottle' 'water'],2,4.76,,,,
factory,CapableOf,bottle_wine,['bottle' 'wine'],2,4.76,,,,
factory,AtLocation,industrial_area,['industrial' 'area'],2,4.76,,,,
factory,RelatedTo,plant,['plant'],1.868,4.76,,,,
factory,RelatedTo,making,['make'],1.592,4.76,,,,
factory,RelatedTo,production,['production'],1.526,4.76,,,,
factory,RelatedTo,manufacturing_place,['manufacture' 'place'],1.477,4.76,,,,
factory,RelatedTo,big,['big'],1.178,4.76,,,,
factory,RelatedTo,workers,['worker'],1.069,4.76,,,,
factory,RelatedTo,factorial,['factorial'],1,4.76,,,,
factory,IsA,company,['company'],1,4.76,,,,
factory,IsA,industrial_unit_of_production,['industrial' 'unit' 'production'],1,4.76,,,,
factory,HasA,machines_and_people,['machine' 'people'],1,4.76,,,,
factory,UsedFor,make_shoes,['make' 'shoe'],1,4.76,,,,
factory,UsedFor,mass_produce_many_things,['mass' 'produce' 'many' 'thing'],1,4.76,,,,
factory,UsedFor,lots_of_same_thing,['lot' 'same' 'thing'],1,4.76,,,,
factory,IsA,factory,['factory'],3.950696141,4.76,,,,
factory,RelatedTo,factory,['factory'],3.950696141,4.76,,,,
lung,PartOf,human_body,['human' 'body'],2.828427125,4.82,,,,
lung,IsA,respiratory_organ,['respiratory' 'organ'],2,4.82,,,,
lung,PartOf,lower_respiratory_tract,['low' 'respiratory' 'tract'],2,4.82,,,,
lung,RelatedTo,breathing,['breathe'],1.224,4.82,,,,
lung,RelatedTo,air,['air'],1,4.82,,,,
lung,RelatedTo,organ,['organ'],1,4.82,,,,
lung,RelatedTo,biological,['biological'],1,4.82,,,,
lung,RelatedTo,extract,['extract'],1,4.82,,,,
lung,RelatedTo,oxygen,['oxygen'],1,4.82,,,,
lung,IsA,internal_organ,['internal' 'organ'],1,4.82,,,,
lung,PartOf,dog's_body,['dog' 'body'],1,4.82,,,,
lung,PartOf,respiratory_system,['respiratory' 'system'],1,4.82,,,,
lung,PartOf,body,['body'],1,4.82,,,,
lung,IsA,lung,['lung'],2.828427125,4.82,,,,
lung,RelatedTo,lung,['lung'],2.828427125,4.82,,,,
side,RelatedTo,edge,['edge'],3.117049887,3.68,,,,
side,RelatedTo,left,['leave'],2.116601049,3.68,,,,
side,IsA,surface,['surface'],2,3.68,,,,
side,IsA,lineage,['lineage'],2,3.68,,,,
side,IsA,aspect,['aspect'],2,3.68,,,,
side,IsA,line,['line'],2,3.68,,,,
side,IsA,region,['region'],2,3.68,,,,
side,IsA,opinion,['opinion'],2,3.68,,,,
side,IsA,cut,['cut'],2,3.68,,,,
side,IsA,area,['area'],2,3.68,,,,
side,IsA,unit,['unit'],2,3.68,,,,
side,PartOf,torso,['torso'],2,3.68,,,,
side,MannerOf,side,['side'],2,3.68,,,,
side,MannerOf,align,['align'],2,3.68,,,,
side,SimilarTo,sidelong,['sidelong'],2,3.68,,,,
side,SimilarTo,broadside,['broadside'],2,3.68,,,,
side,RelatedTo,right,['right'],1.806,3.68,,,,
side,RelatedTo,square,['square'],1.301,3.68,,,,
side,RelatedTo,left_right,['leave' 'right'],1.225,3.68,,,,
side,RelatedTo,face,['face'],1,3.68,,,,
side,RelatedTo,pair,['pair'],1,3.68,,,,
side,RelatedTo,side_dish,['side' 'dish'],1,3.68,,,,
side,RelatedTo,sports,['sport'],1,3.68,,,,
side,RelatedTo,main_course,['main' 'course'],1,3.68,,,,
side,RelatedTo,person,['person'],1,3.68,,,,
side,IsA,side,['side'],3.117049887,3.68,,,,
side,RelatedTo,side,['side'],3.117049887,3.68,,,,
side,RelatedTo,bottom,['bottom'],0.83,3.68,,,,
side,DistinctFrom,bottom,['bottom'],0.621,3.68,,,,
side,Antonym,bottom,['bottom'],0.497,3.68,,,,
side,DistinctFrom,top,['top'],1.004,3.68,,,,
side,RelatedTo,top,['top'],0.83,3.68,,,,
side,Antonym,top,['top'],0.643,3.68,,,,
decoration,RelatedTo,decorate,['decorate'],2,3.53,,,,
decoration,IsA,change_of_state,['change' 'state'],2,3.53,,,,
decoration,IsA,award,['award'],2,3.53,,,,
decoration,IsA,artifact,['artifact'],2,3.53,,,,
decoration,RelatedTo,achievement,['achievement'],1,3.53,,,,
decoration,RelatedTo,honor,['honor'],1,3.53,,,,
decoration,RelatedTo,beautify,['beautify'],1,3.53,,,,
decoration,RelatedTo,sugar,['sugar'],1,3.53,,,,
decoration,RelatedTo,host,['host'],1,3.53,,,,
decoration,RelatedTo,bestowed,['bestow'],1,3.53,,,,
decoration,RelatedTo,embellishment,['embellishment'],1,3.53,,,,
decoration,RelatedTo,decoy,['decoy'],1,3.53,,,,
decoration,RelatedTo,decorative,['decorative'],1,3.53,,,,
decoration,RelatedTo,enrich,['enrich'],1,3.53,,,,
decoration,IsA,decoration,['decoration'],2,3.53,,,,
decoration,RelatedTo,decoration,['decoration'],2,3.53,,,,
state,AtLocation,country,['country'],6.32455532,3.52,,,,
state,RelatedTo,polity,['polity'],2,3.52,,,,
state,IsA,attribute,['attribute'],2,3.52,,,,
state,IsA,government,['government'],2,3.52,,,,
state,IsA,political_unit,['political' 'unit'],2,3.52,,,,
state,IsA,administrative_district,['administrative' 'district'],2,3.52,,,,
state,IsA,emotional_state,['emotional' 'state'],2,3.52,,,,
state,MannerOf,express,['express'],2,3.52,,,,
state,RelatedTo,united_states,['united' 'state'],1,3.52,,,,
state,RelatedTo,ceremony,['ceremony'],1,3.52,,,,
state,IsA,unnatural_thing,['unnatural' 'thing'],1,3.52,,,,
state,IsA,first_order_administrative_division,['first' 'order' 'administrative' 'division'],1,3.52,,,,
state,IsA,political_entity,['political' 'entity'],1,3.52,,,,
state,IsA,position_within_system,['position' 'system'],1,3.52,,,,
state,IsA,point_within_system,['point' 'system'],1,3.52,,,,
state,HasA,political_leaders,['political' 'leader'],1,3.52,,,,
state,CapableOf,levy_taxes,['levy' 'tax'],1,3.52,,,,
state,DefinedAs,singular_form_of_plural_states,['singular' 'form' 'plural' 'state'],1,3.52,,,,
state,MadeOf,counties,['county'],1,3.52,,,,
state,IsA,state,['state'],6.32455532,3.52,,,,
state,RelatedTo,state,['state'],6.32455532,3.52,,,,
theme,IsA,tune,['tune'],2,2.72,,,,
theme,IsA,idea,['idea'],2,2.72,,,,
theme,MannerOf,supply,['supply'],2,2.72,,,,
theme,RelatedTo,variation,['variation'],1,2.72,,,,
theme,RelatedTo,subject,['subject'],1,2.72,,,,
theme,RelatedTo,character,['character'],1,2.72,,,,
theme,RelatedTo,song,['song'],1,2.72,,,,
theme,IsA,film,['film'],0.5,2.72,,,,
theme,IsA,theme,['theme'],2,2.72,,,,
theme,RelatedTo,theme,['theme'],2,2.72,,,,
clue,IsA,evidence,['evidence'],2,2.93,,,,
clue,MannerOf,wind,['wind'],2,2.93,,,,
clue,RelatedTo,yarn,['yarn'],1,2.93,,,,
clue,IsA,board_game,['board' 'game'],1,2.93,,,,
clue,AtLocation,drawer,['drawer'],1,2.93,,,,
clue,AtLocation,toy_store,['toy' 'store'],1,2.93,,,,
clue,IsA,clue,['clue'],2,2.93,,,,
clue,RelatedTo,clue,['clue'],2,2.93,,,,
appliance,IsA,durables,['durables'],2,4.57,,,,
appliance,IsA,device,['device'],2,4.57,,,,
appliance,RelatedTo,apparatus,['apparatus'],1,4.57,,,,
appliance,RelatedTo,end,['end'],1,4.57,,,,
appliance,RelatedTo,electricity,['electricity'],1,4.57,,,,
appliance,RelatedTo,domestic,['domestic'],1,4.57,,,,
appliance,CapableOf,need_to_dual_voltage,['need' 'dual' 'voltage'],1,4.57,,,,
appliance,AtLocation,home,['home'],1,4.57,,,,
appliance,IsA,appliance,['appliance'],2,4.57,,,,
appliance,RelatedTo,appliance,['appliance'],2,4.57,,,,
sunrise,IsA,periodic_event,['periodic' 'event'],2,4.69,,,,
sunrise,IsA,atmospheric_phenomenon,['atmospheric' 'phenomenon'],2,4.69,,,,
sunrise,SimilarTo,new,['new'],2,4.69,,,,
sunrise,IsA,localized_event,['localized' 'event'],1,4.69,,,,
sunrise,IsA,time_of_day,['time' 'day'],1,4.69,,,,
sunrise,CapableOf,begin_day,['begin' 'day'],1,4.69,,,,
sunrise,CapableOf,provide_comfort,['provide' 'comfort'],1,4.69,,,,
sunrise,AtLocation,sea,['sea'],1,4.69,,,,
sunrise,DefinedAs,opposite_of_sunset,['opposite' 'sunset'],1,4.69,,,,
sunrise,IsA,company,['company'],0.5,4.69,,,,
sunrise,IsA,sunrise,['sunrise'],2,4.69,,,,
sunrise,RelatedTo,sunrise,['sunrise'],2,4.69,,,,
sunrise,RelatedTo,sunset,['sunset'],1,4.69,,,,
sunrise,DistinctFrom,sunset,['sunset'],1,4.69,,,,
cathedral,RelatedTo,church,['church'],8.996666049,4.86,,,,
cathedral,RelatedTo,big,['big'],4.527250821,4.86,,,,
cathedral,RelatedTo,building,['building'],3.941065846,4.86,,,,
cathedral,RelatedTo,large,['large'],3.606660505,4.86,,,,
cathedral,RelatedTo,big_church,['big' 'church'],3.286335345,4.86,,,,
cathedral,RelatedTo,catholic,['catholic'],2.619923663,4.86,,,,
cathedral,RelatedTo,large_church,['large' 'church'],2.33495182,4.86,,,,
cathedral,RelatedTo,city,['city'],2.062037827,4.86,,,,
cathedral,IsA,church,['church'],2,4.86,,,,
cathedral,RelatedTo,huge,['huge'],1.734,4.86,,,,
cathedral,RelatedTo,fancy,['fancy'],1.608,4.86,,,,
cathedral,RelatedTo,gothic,['gothic'],1.567,4.86,,,,
cathedral,IsA,christian_church,['christian' 'church'],1,4.86,,,,
cathedral,IsA,large_place_of_worship,['large' 'place' 'worship'],1,4.86,,,,
cathedral,IsA,cathedral,['cathedral'],8.996666049,4.86,,,,
cathedral,RelatedTo,cathedral,['cathedral'],8.996666049,4.86,,,,
cathedral,RelatedTo,ceiling,['ceiling'],0.592,4.86,,,,
luck,IsA,phenomenon,['phenomenon'],2,1.33,,,,
luck,HasProperty,unpredictable,['unpredictable'],2,1.33,,,,
luck,RelatedTo,fortune,['fortune'],1.091,1.33,,,,
luck,RelatedTo,random_number_generator,['random' 'number' 'generator'],1,1.33,,,,
luck,RelatedTo,unlucky,['unlucky'],1,1.33,,,,
luck,RelatedTo,luckily,['luckily'],1,1.33,,,,
luck,RelatedTo,lucky,['lucky'],1,1.33,,,,
luck,RelatedTo,chance,['chance'],1,1.33,,,,
luck,IsA,fickle_mistress,['fickle' 'mistress'],1,1.33,,,,
luck,IsA,karma,['karma'],1,1.33,,,,
luck,IsA,superstition,['superstition'],1,1.33,,,,
luck,HasProperty,good_or_bad,['good' 'bad'],1,1.33,,,,
